Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Transit Temperature [K],Eclipse Temperature [K],Planet Semi-major Axis [AU],Planet Semi-major Axis [m],Planet-Star Separation Transit [m],Planet-Star Separation Eclipse [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier,Tmag_TIC,Distance_pc_TIC,RA_TIC,Dec_TIC,dr2_source_id,dr3_source_id,phot_g_mean_mag,angular_distance
GPX-1,1.68,-0.1,0.1,7000.0,-200.0,200.0,1.56,-0.1,0.1,655.013,-16.269,17.102,4.27,-0.05,0.05,Gaia DR2 457317534880081152,11.221,11.357,11.181,12.316,12.2228,11.1,11.108,10.845,8.371,0,0.35,-0.1,0.1,[Fe/H],0.27,-0.15,0.09,F2,38.3691648,56.025708,GPX-1 b,16.47720167,1.120898073,-1.120898073,1.47,0.1,-0.1,6261.21961,508.5254506,-508.5254506,19.7,1.6,-1.6,0,1,2310.0,1.744579,-8e-06,8e-06,2220.24552,2220.24552,2220.24552,0.033740665,5044229458.0,5044229458.0,5044229458.0,0.3,2.3,7670.839992,0.82,1,79.9,-0.6,0.7,0.0,,,0,,,,8770.23823,0.0004,-0.0004,0,8771.110519,7670.839992,1,0.9,0.03,-0.03,1,2021,0,0,0,1194,1,17757,6,35310,11,Eclipse,1,6,11,2,11.9004,655.013,38.369189880103,56.0257077417744,457317534880081152,457317534880081152,12.21276,0.1991909
GJ 9827,0.61,-0.01,0.02,4305.0,-49.0,49.0,0.6,0.0,0.01,29.661,-0.0541,0.0543,4.66,-0.01,0.02,Gaia DR2 2643842302456085888,7.379,7.984000206,7.19299984,10.10000038,9.83773,6.99,7.155,7.114,6.957,0,-0.26,-0.09,0.09,[Fe/H],10.0,-5.0,3.0,K6 V,351.7717763,-1.2853435,GJ 9827 d,2.017616532,0.044835923,-0.044835923,0.18,0.004,-0.004,3.531073597,0.870849834,-0.880384686,0.01111,0.00274,-0.00277,0,1,1.73,6.20147,-6.3e-05,6.3e-05,699.5264395,699.5264395,699.5264395,0.056065603,8381807638.0,8381807638.0,8381807638.0,0.1,2.3,4382.944666,0.8927,1,87.443,-0.045,0.045,0.0,,,1,,,,7740.96115,0.00045,-0.00045,0,7744.061885,4382.944666,1,0.0957,0.0041,-0.0036,1,2017,0,0,0,2,360,16,1912,30,3404,Transit,2,16,30,2,9.0684,29.661,351.770156878864,-1.286273781707,2643842302456085888,2643842302456085888,9.840704,0.15817364
GJ 9827,0.61,-0.01,0.02,4305.0,-49.0,49.0,0.6,0.0,0.01,29.661,-0.0541,0.0543,4.66,-0.01,0.02,Gaia DR2 2643842302456085888,7.379,7.984000206,7.19299984,10.10000038,9.83773,6.99,7.155,7.114,6.957,0,-0.26,-0.09,0.09,[Fe/H],10.0,-5.0,3.0,K6 V,351.7717763,-1.2853435,GJ 9827 c,1.244196861,0.022417961,-0.022417961,0.111,0.002,-0.002,1.449297534,0.5784477,-0.568912848,0.00456,0.00182,-0.00179,0,1,0.82,3.648096,-6.3e-05,6.3e-05,784.0206101,784.0206101,784.0206101,0.039362038,5884624610.0,5884624610.0,5884624610.0,0.3,2.3,6539.512141,0.4428,1,88.19,-0.18,0.21,0.0,,,1,,,,7742.1993,0.00073,-0.00073,0,7744.023348,6539.512141,1,0.0361,0.0013,-0.0014,1,2017,0,0,0,4,796,26,3645,50,6831,Transit,4,26,50,1,9.0684,29.661,351.770156878864,-1.286273781707,2643842302456085888,2643842302456085888,9.840704,0.15817364
HAT-P-1,1.15,-0.05,0.05,5980.0,-49.0,49.0,1.17,-0.03,0.03,158.979,-0.965,0.977,4.36,-0.01,0.01,Gaia DR2 1928431764627661440,8.923,9.156000137,8.857999802,9.869999886,10.1786,8.732,8.751,8.624,8.37,0,0.13,-0.008,0.008,[Fe/H],3.6,0.0,0.0,G0 V,344.4453632,38.674919,HAT-P-1 b,14.78464558,0.212970634,-0.212970634,1.319,0.019,-0.019,166.8599135,8.263538571,-8.263538571,0.525,0.026,-0.026,0,1,59.5,4.46529976,-5.5e-07,5.5e-07,1279.135913,1279.135913,1279.135913,0.055640345,8318231558.0,8318231558.0,8318231558.0,0.3,2.3,9967.178366,0.7501,1,85.634,-0.056,0.056,0.0,,,0,253.1,-2.0,2.0,3979.93202,0.00024,-0.00024,0,3982.16467,9967.178366,1,1.476,0.024861,-0.024861,1,2006,0,0,0,1,1,2,2,4,3,Eclipse,1,2,3,3,9.76031,158.979,344.44518458974,38.6750987181784,1928431764627661440,1928431764627661440,10.18196,0.11690408
Gaia-2,1.0,-0.1,0.1,5720.0,-84.0,84.0,1.06,-0.03,0.03,209.229,-1.121,1.134,4.37,-0.07,0.07,Gaia-2,9.818,10.12800026,9.741999626,11.27999973,11.1968,9.716,9.769,9.704001,9.006,0,,,,,,,,,110.7353308,67.2526565,Gaia-2 b,14.81827253,0.14571675,-0.14571675,1.322,0.013,-0.013,259.6658082,14.93793511,-14.93793511,0.817,0.047,-0.047,0,1,107.1,3.6915224,-3.9e-06,3.9e-06,1270.095028,1270.095028,1270.095028,0.046780026,6993613892.0,6993613892.0,6993613892.0,0.3,2.3,8639.921321,0.792137415,1,85.21,-0.25,0.25,0.0,,,0,,,,8843.98875,0.00019,-0.00019,0,8845.834511,8639.921321,1,1.631602,0.010898,-0.010898,1,2022,0,0,0,1,1,9,3,17,5,Eclipse,1,3,5,2,10.7447,209.229,110.735253846546,67.252553051753,1107980654748582144,1107980654748582144,11.199169,0.22508048
HAT-P-11,0.81,-0.03,0.02,4780.0,-50.0,50.0,0.68,-0.01,0.01,37.7647,-0.0336,0.0337,4.66,-0.01,0.01,Gaia DR2 2086512227851023872,7.131,7.607999802,7.008999825,9.46,9.15098,6.919,7.001,6.97,6.867,0,0.31,-0.05,0.05,[Fe/H],6.5,-4.1,5.9,K4,297.7101763,48.0818635,HAT-P-11 b,4.360293504,0.056044904,-0.056044904,0.389,0.005,-0.005,28.60455659,3.178284066,-3.178284066,0.09,0.01,-0.01,0,1,11.6,4.88780244,,,801.8369381,850.370939,792.0141534,0.052580844,7860836235.0,6991074338.0,8059254215.0,0.3,2.3,7808.838422,0.026,1,89.36,-0.36,0.36,0.218,-0.031,0.034,0,19.0,-16.0,14.0,5109.335119,2.1e-05,-2.1e-05,0,5111.77902,9001.966068,1,0.43421,0.00022,-0.00022,1,2008,0,0,0,1,10,7,41,14,75,Transit,1,7,14,2,8.5077,37.7647,297.709364402628,48.0808603792123,2086512227851023872,2086512227851023872,9.158262,0.14885849
HAT-P-12,0.73,-0.02,0.02,4650.0,-60.0,60.0,0.7,-0.01,0.02,142.751,-0.45,0.453,4.61,-0.01,0.01,Gaia DR2 1499514786891168640,10.236,10.79399967,10.1079998,12.84000015,12.4197,10.077,10.139,10.018,8.49,0,-0.29,-0.05,0.05,[Fe/H],2.5,-2.0,2.0,K4,209.3886452,43.49331,HAT-P-12 b,10.74941252,0.325060441,-0.235388595,0.959,0.029,-0.021,67.06179379,3.813940879,-3.813940879,0.211,0.012,-0.012,0,1,0.0,3.2130598,-2.1e-06,2.1e-06,926.1137178,926.1137178,926.1137178,0.038398148,5740523144.0,5740523144.0,5740523144.0,0.3,2.3,8418.205849,0.211,1,89.0,-0.4,0.4,0.0,,,0,354.3,-2.1,2.1,4419.19556,0.0002,-0.0002,0,4420.80209,8418.205849,1,1.977,0.037,-0.036,1,2009,0,0,0,1,1,2,8,4,15,Transit,1,2,4,2,11.7551,142.751,209.389445210418,43.4935006950996,1499514786891168640,1499514786891168640,12.408207,0.21715492
HAT-P-13,1.32,-0.06,0.06,5653.0,-90.0,90.0,1.76,-0.05,0.05,246.81,-2.188,2.228,4.13,-0.04,0.04,Gaia DR2 1014520826353577088,9.058,9.328000069,8.975000381,10.42000008,10.4168,8.962,9.007,8.935,8.925,0,0.46,-0.07,0.07,[Fe/H],5.0,-0.7,2.5,G4,129.8823772,47.3519076,HAT-P-13 b,14.25782349,0.728583748,-0.728583748,1.272,0.065,-0.065,280.642483,8.581366978,-14.93793511,0.883,0.027,-0.047,0,1,105.7,2.91625,-1.5e-05,1.5e-05,1670.5283,1665.341623,1676.453213,0.043852861,6556002715.0,6598724542.0,6511541274.0,0.3,2.3,12687.94851,0.679,1,83.4,-0.68,0.68,0.0133,-0.0041,0.0041,0,210.0,-36.0,27.0,4779.92976,0.00075,-0.00075,0,4781.387885,12520.31357,1,0.72577,0.004628,-0.004628,1,2009,0,0,0,2,1,19,2,37,4,Eclipse,1,2,4,2,9.9596,246.81,129.882530667141,47.3520210080775,1014520826353577088,1014520826353577088,10.418949,0.15688802
HAT-P-14,2.65,-0.73,0.73,6600.0,-90.0,90.0,1.82,-0.15,0.15,222.663,-1.244,1.257,4.25,-0.03,0.03,Gaia DR2 1340497608486742400,8.927,9.093999863,8.850999832,9.989999771,9.87283,8.805,8.82,8.775,8.761,0,0.11,,,[Fe/H],1.6,-0.3,0.4,F5 V,260.1161719,38.2421682,HAT-P-14 b,15.91675264,1.345077688,-1.345077688,1.42,0.12,-0.12,731.9588204,17.16273396,-17.16273396,2.303,0.054,-0.054,0,1,225.8,4.62767,-5e-06,5e-06,1513.934016,1601.866204,1440.640027,0.075262793,11251787606.0,10053165114.0,12429233283.0,0.3,2.3,7602.882951,0.9072,1,83.5,-0.3,0.3,0.11,-0.01,0.01,0,106.1,-2.5,2.6,7138.21636,0.00018,-0.00018,0,7140.530195,9399.826298,1,0.65,0.024,-0.024,1,2010,0,0,0,8,1,86,3,169,6,Eclipse,1,3,6,2,9.54417,222.663,260.116159575642,38.2421971287855,1340497608486742400,1340497608486742400,9.877845,0.15914553
HAT-P-15,1.0,-0.23,0.23,5568.0,-90.0,90.0,1.07,-0.07,0.07,192.516,-2.01,2.053,4.38,-0.03,0.03,Gaia DR2 179498266829041664,9.752,10.19400024,9.640999794,12.40999985,11.7232,9.601,9.647,9.66,8.441,0,0.22,,,[Fe/H],6.8,-1.6,2.5,G5,66.248142,39.460602,HAT-P-15 b,11.88151957,0.784628651,-0.784628651,1.06,0.07,-0.07,619.4475645,25.42627253,-24.79061571,1.949,0.08,-0.078,0,1,181.2,10.8635,-2.7e-05,2.7e-05,866.8094079,795.6191191,962.5058319,0.096066057,14361875545.0,17051706285.0,11651223302.0,0.3,2.3,19626.38436,0.342,1,89.1,-0.2,0.2,0.19,-0.02,0.02,0,262.0,-1.0,1.0,4638.56097,0.00039,-0.00039,0,4643.99272,13410.46948,1,1.0,0.018,-0.018,1,2010,0,0,0,16,2,174,12,346,24,Eclipse,2,12,24,2,11.0878,192.516,66.2480616509989,39.4606423343178,179498266829041664,179498266829041664,11.716202,0.11611926
HAT-P-16,1.22,-0.04,0.04,6158.0,-80.0,80.0,1.24,-0.05,0.05,226.637,-4.305,4.471,4.34,-0.03,0.03,Gaia DR2 381592313648387200,9.623,9.850000381,9.55300045,10.90999985,10.7568,9.506,9.531,9.505,8.681,0,0.17,-0.08,0.08,[Fe/H],2.0,-0.8,0.8,F8,9.5730343,42.4630961,HAT-P-16 b,14.44837616,0.739792728,-0.739792728,1.289,0.066,-0.066,1341.553704,29.24021341,-29.24021341,4.221,0.092,-0.092,0,1,534.6,2.77596,-3e-06,3e-06,1573.289259,1558.598096,1590.296418,0.041335088,6179595657.0,6298379224.0,6049798739.0,0.3,2.3,11100.92659,0.439,1,86.6,-0.7,0.7,0.036,-0.004,0.004,0,214.0,-8.0,8.0,5027.59293,0.00031,-0.00031,0,5028.98091,10662.80218,1,1.147,0.03,-0.029,1,2010,0,0,0,16,1,191,2,377,3,Eclipse,1,2,3,3,10.374,226.637,9.57316019920856,42.4631158131963,381592313648387200,381592313648387200,10.758675,0.10390845
HAT-P-18,0.77,-0.03,0.03,4803.0,-80.0,80.0,0.75,-0.04,0.04,161.4,-0.605,0.61,4.57,-0.04,0.04,Gaia DR2 1334573817793362560,10.34,10.82199955,10.23400021,12.597,12.3682,10.195,10.253,10.154,8.915,0,0.1,-0.08,0.08,[Fe/H],12.4,-6.4,4.4,K2,256.346376,33.0123251,HAT-P-18 b,11.15293583,0.582866998,-0.582866998,0.995,0.052,-0.052,63.56568132,6.038739725,-6.038739725,0.2,0.019,-0.019,0,1,27.5,5.508023,-6e-06,6e-06,820.0089758,852.4416167,792.5295997,0.055986613,8369998592.0,7747350113.0,8962960615.0,0.3,2.3,9563.240567,0.324,1,88.8,-0.3,0.3,0.084,-0.048,0.048,0,120.0,-56.0,56.0,4715.02174,0.0002,-0.0002,0,4717.775752,11063.7763,1,2.158476,0.019381,-0.019381,1,2010,0,0,0,1,3,2,20,5,39,Transit,1,2,5,2,11.733,161.4,256.346448270061,33.0124830959209,1334573817793362560,1334573817793362560,12.358197,0.1913614
HAT-P-17,0.99,-0.15,0.15,5246.0,-80.0,80.0,0.87,-0.04,0.04,92.3831,-0.4802,0.4851,4.53,-0.02,0.02,Gaia DR2 1849786481031300608,8.619,9.017000198,8.543999672,10.38000011,10.2743,8.506,8.579001,8.489,8.065,0,0.0,,,[Fe/H],7.8,-3.3,3.3,K,324.5359781,30.4881882,HAT-P-17 b,11.76942977,0.448359229,-0.448359229,1.05,0.04,-0.04,170.6738543,5.403082912,-5.403082912,0.537,0.017,-0.017,0,1,59.09,10.33852,-9e-06,9e-06,749.9258887,748.7766812,849.4028808,0.092634785,13848900431.0,13895277918.0,10798026778.0,0.3,2.3,14383.40227,0.311,1,89.2,-0.15,0.15,0.35,-0.01,0.01,0,201.0,-1.0,1.0,6569.05972,5e-05,-5e-05,0,6574.22898,11177.34844,1,1.5,0.022,-0.022,1,2010,0,0,0,1,1,4,4,8,8,Either,1,4,8,2,9.7525,92.3831,324.536379752853,30.4887348804299,1849786481031300608,1849786481032616960,10.278542,0.19279628
HAT-P-2,1.33,-0.03,0.03,6380.0,,,1.39,-0.09,0.09,127.774,-0.423,0.425,4.16,-0.02,0.02,Gaia DR2 1380825667768742144,7.652,7.796000004,7.603000164,8.68999958,8.59842,7.571,7.582,7.581,7.567,0,0.18,,,[Fe/H],1.44,-0.47,0.47,F8,245.1514324,41.0479601,HAT-P-2 b,12.66614823,0.493195152,-0.493195152,1.13,0.044,-0.044,2765.107137,60.38739725,-63.56568132,8.7,0.19,-0.2,0,1,938.1,5.6335158,-3.6e-06,3.6e-06,1343.637316,1512.497342,1625.73015,0.068190993,10194553389.0,8047536437.0,6965547716.0,0.3,2.3,13366.65082,0.457,1,86.16,-0.26,0.26,0.5172,-0.0019,0.0019,0,188.01,-0.2,0.2,9733.656279,0.000188,-0.000188,0,9736.473037,11569.50886,1,0.528928,0.002582,-0.002582,1,2007,0,0,0,90,1,644,1,1239,2,Eclipse,1,1,2,3,8.27468,127.774,245.151491310447,41.0480858456587,1380825667768742144,1380825667768742144,8.608558,0.16656882
HAT-P-19,0.84,-0.04,0.04,4990.0,-130.0,130.0,0.82,-0.05,0.05,202.078,-1.451,1.471,4.54,-0.05,0.05,Gaia DR2 365426679516816512,10.644,11.09500027,10.54599953,12.85299969,12.5567,10.495,10.557,10.561,8.691,0,0.23,-0.08,0.08,[Fe/H],8.8,-5.2,5.2,K1,9.5165832,34.7114025,HAT-P-19 b,12.68856619,0.807046613,-0.807046613,1.132,0.072,-0.072,90.26326747,5.085254506,-5.085254506,0.284,0.016,-0.016,0,1,40.8,4.008778,-6e-06,6e-06,976.0663614,946.0623888,1009.701626,0.046632771,6971599222.0,7422862629.0,6516657052.0,0.3,2.3,10300.01328,0.404,1,88.2,-0.4,0.4,0.067,-0.042,0.042,0,256.0,-77.0,77.0,5091.53417,0.00034,-0.00034,0,5093.538559,9042.556431,1,2.148375,0.018797,-0.018797,1,2010,0,0,0,1,1,3,7,6,14,Transit,1,3,6,2,11.9475,202.078,9.51672340081598,34.7115422946056,365426679516816512,365426679516816512,12.545546,0.15819202
HAT-P-20,0.76,-0.03,0.03,4595.0,-80.0,80.0,0.69,-0.02,0.02,71.0374,-0.1983,0.1994,4.63,-0.02,0.02,Gaia DR2 869913435026514688,8.743,9.276000023,8.600999832,11.35000038,10.9903,8.559,8.648,8.515,8.063,0,0.35,-0.08,0.08,[Fe/H],6.7,-3.8,5.7,K3,111.9164295,24.3361185,HAT-P-20 b,9.718186294,0.369896364,-0.369896364,0.867,0.033,-0.033,2310.612516,57.20911319,-57.20911319,7.27,0.18,-0.18,0,1,1249.7,2.875317,-4e-06,4e-06,936.5586416,931.9892957,941.5727935,0.03613975,5402892567.0,5457507079.0,5346977468.0,0.3,2.3,6663.966759,0.631,1,86.8,-0.2,0.2,0.015,-0.005,0.005,0,317.0,-130.0,130.0,5080.92661,0.00021,-0.00021,0,5082.364268,6529.003002,1,0.9898,,,1,2010,0,0,0,105,1,1209,3,2425,5,Eclipse,1,3,5,2,10.2832,71.0374,111.916453091065,24.3365328546826,869913435026514688,869913435026514688,10.990832,0.2100392
HAT-P-21,1.24,-0.6,0.6,5588.0,-80.0,80.0,1.21,-0.17,0.17,277.278,-3.144,3.215,4.33,-0.06,0.06,Gaia DR2 770622651659107712,10.154,10.50300026,10.11100006,11.46000004,11.5583,10.073,10.112,10.021,9.158,0,0.01,,,[Fe/H],10.2,-2.5,2.5,G3,171.2749348,41.0280207,HAT-P-21 b,12.44196861,1.793436917,-1.793436917,1.11,0.16,-0.16,1261.778774,41.31769286,-41.31769286,3.97,0.13,-0.13,0,1,533.8,4.12448,-7e-06,7e-06,1232.569712,1142.458313,1379.798149,0.054114064,8090052555.0,9419188209.0,6457480206.0,0.3,2.3,12853.25353,0.611,1,87.2,-0.7,0.7,0.23,-0.02,0.02,0,305.8,-1.9,2.1,8902.30403,0.00044,-0.00044,0,8904.36627,8811.760462,1,0.9,0.042,-0.042,1,2010,0,0,0,82,1,1083,7,2170,13,Eclipse,1,7,13,2,11.1065,277.278,171.274940974158,41.0279636581967,770622651659107712,770622651659107712,11.557181,0.16950919
HAT-P-23,1.13,-0.04,0.04,5905.0,-80.0,80.0,1.2,-0.07,0.07,364.813,-4.653,4.772,4.33,-0.05,0.05,Gaia DR2 1808938730710633984,10.846,11.10299969,10.79100037,11.93999958,12.1741,10.748,10.793,10.816,9.031,0,0.15,-0.04,0.04,[Fe/H],4.0,-1.0,1.0,G0,306.1239076,16.7621462,HAT-P-23 b,15.33388564,1.008808266,-1.008808266,1.368,0.09,-0.09,626.121961,38.13940879,-38.13940879,1.97,0.12,-0.12,0,1,346.0,1.212884,-2e-06,2e-06,1980.980129,2083.634231,1896.948286,0.023200416,3468462252.0,3135986012.0,3783607705.0,0.3,2.3,7923.435145,0.324,1,85.1,-1.5,1.5,0.106,-0.044,0.044,0,118.0,-25.0,25.0,4852.26464,0.00018,-0.00018,0,4852.871082,9559.727037,1,1.0536,,,1,2010,0,0,0,5,1,62,2,123,3,Eclipse,1,2,3,3,11.734,364.813,306.123847930353,16.7621695341653,1808938730710633984,1808938730710633984,12.162349,0.26158738
HAT-P-22,1.13,-0.22,0.22,5302.0,-80.0,80.0,1.11,-0.05,0.05,81.7647,-0.2489,0.2505,4.36,-0.04,0.04,Gaia DR2 846946629987527168,7.935,8.293000221,7.836999893,9.760000229,9.51936,7.59,7.736,7.769,7.705,0,0.24,,,[Fe/H],12.4,-2.6,1.6,G5 V,155.6814593,50.1287115,HAT-P-22 b,12.89032784,2.129706339,-2.129706339,1.15,0.19,-0.19,696.6798673,24.47278731,-24.47278731,2.192,0.077,-0.077,0,1,0.0,3.21222,-9e-06,9e-06,1236.446896,1241.88554,1231.823891,0.044410581,6639381880.0,6583173767.0,6691156901.0,0.3,2.3,10264.7801,0.466,1,86.9,-0.55,0.55,0.02,-0.01,0.01,0,156.0,-66.0,66.0,9629.717062,8.8e-05,-8.8e-05,0,9631.323172,10433.15225,1,1.1,0.36,-0.36,1,2010,0,0,0,4,1,24,1,45,1,Eclipse,1,1,1,3,9.007,81.7647,155.681635157909,50.1283509605951,846946629987527168,846946629987527168,9.525489,0.21703458
HAT-P-26,1.12,-0.36,0.36,5079.0,-88.0,88.0,0.87,-0.05,0.05,141.837,-1.133,1.152,4.56,-0.06,0.06,Gaia DR2 3668036348641580288,9.685,10.07999992,9.581000328,11.76000023,11.4641,9.536,9.601,9.539,8.983,0,-0.04,,,[Fe/H],9.0,-4.9,3.0,K1,213.1565508,4.0594175,HAT-P-26 b,7.06165786,0.448359229,-0.448359229,0.63,0.04,-0.04,22.24798846,6.356568132,-6.356568132,0.07,0.02,-0.02,0,1,8.5,4.23452,-1.5e-05,1.5e-05,957.7581647,1005.644529,922.2790152,0.053235204,7958662956.0,7220756872.0,8585133604.0,0.3,2.3,8354.363772,0.303,1,88.6,-0.7,0.7,0.12,-0.06,0.06,0,46.0,-71.0,33.0,6892.59046,0.0001,-0.0001,0,6894.70772,9932.937838,1,0.54,0.0013,-0.0013,1,2010,0,0,0,1,7,3,50,6,101,Transit,1,3,6,2,10.9016,141.837,213.156387495443,4.06003268760954,3668036348641580288,3668036348641580288,11.461785,0.07389519
HAT-P-24,1.37,-0.69,0.69,6373.0,-80.0,80.0,1.38,-0.22,0.22,415.344,-6.435,6.636,4.27,-0.04,0.04,Gaia DR2 3167323052618369408,10.589,10.79699993,10.54300022,11.76000023,11.6396,10.5,10.513,10.65,8.736,0,-0.16,,,[Fe/H],2.8,-0.6,0.6,F8,108.8251171,14.2626064,HAT-P-24 b,14.57167495,2.353885953,-2.353885953,1.3,0.21,-0.21,229.789938,9.852680604,-9.534852198,0.723,0.031,-0.03,0,1,87.4,3.35524,-7e-06,7e-06,1581.653187,1569.450373,1601.906295,0.048750533,7288204712.0,7404023395.0,7107039697.0,0.3,2.3,13423.73949,0.189,1,88.6,-0.7,0.7,0.07,-0.02,0.02,0,197.0,-36.0,36.0,8495.05087,0.00018,-0.00018,0,8496.72849,12885.29822,1,0.94,0.023,-0.023,1,2010,0,0,0,2,1,19,5,37,9,Eclipse,1,5,9,2,11.3072,415.344,108.825080884782,14.2626137926714,3167323052618369408,3167323052618369408,11.632562,0.24899754
HAT-P-25,1.01,-0.05,0.05,5519.0,-76.0,78.0,0.92,-0.03,0.03,300.384,-4.182,4.3,4.52,-0.03,0.03,Gaia DR2 111322601672419712,10.908,11.31900024,10.81499958,13.14999962,12.8416,10.756,10.816,10.885,8.495,0,0.294,-0.08,0.08,[Fe/H],3.2,-2.3,2.3,G5,48.4354731,25.1973548,HAT-P-25 b,12.72219313,0.538031075,-0.538031075,1.135,0.048,-0.048,180.8443634,7.310053352,-6.992224945,0.569,0.023,-0.022,0,1,74.5,3.65281514,-7.5e-07,7.6e-07,1143.79257,1131.599234,1156.768614,0.046606774,6967712681.0,7120645424.0,6814149479.0,0.3,2.3,10133.77752,0.347,1,88.22,-0.36,0.45,0.023,-0.014,0.022,0,287.0,-17.0,52.0,7405.06986,0.0002,-0.0002,0,7406.896268,9697.586482,1,0.0161,0.00027,-0.00027,1,2010,0,0,0,2,2,19,11,38,20,Eclipse,2,11,20,2,12.2192,300.384,48.4354088815643,25.1974132800354,111322601672419712,111322601672419712,12.832714,0.098618746
HAT-P-27,0.92,-0.1,0.12,5316.0,-122.28,87.12,0.86,-0.04,0.05,199.173,-1.43,1.451,4.53,-0.1,0.05,Gaia DR2 1159336403336463872,10.249,10.6260004,10.10900021,12.18999958,11.9562,10.078,10.116,10.027,9.039,0,0.3,-0.03,0.03,[M/H],4.4,-2.6,3.8,G8,222.7673221,5.9473626,HAT-P-27 b,11.43316035,0.784628651,-0.672538844,1.02,0.07,-0.06,195.7822985,9.534852198,-9.534852198,0.616,0.03,-0.03,0,1,90.9,3.039577,-6e-06,5e-06,1150.237707,1150.237707,1150.237707,0.039969449,5975432644.0,5975432644.0,5975432644.0,0.3,2.3,5956.36297,0.87,1,85.0,-0.2,0.2,0.0,,,0,0.0,,,5407.9088,0.0002,-0.0002,0,5409.428588,5956.36297,1,1.43,0.05,-0.05,1,2011,0,0,0,2,1,26,9,52,17,Eclipse,1,9,17,2,11.4063,199.173,222.767446003672,5.94737449413697,1159336403336463872,1159336403336463872,11.955731,0.17535597
HAT-P-29,1.45,-0.6,0.6,6087.0,-88.0,88.0,1.3,-0.14,0.14,313.576,-4.31,4.43,4.34,-0.06,0.06,Gaia DR2 359058441314838528,10.395,10.64799976,10.29699993,11.82999992,11.7336,10.244,10.278,10.292,9.143,0,0.21,,,[Fe/H],2.2,-1.0,1.0,F8,33.1310921,51.7787754,HAT-P-29 b,13.11450746,1.457167495,-1.457167495,1.17,0.13,-0.13,243.7743879,14.93793511,-14.3022783,0.767,0.047,-0.045,0,1,77.4,5.72319,-4.9e-05,4.9e-05,1215.598102,1240.24963,1200.87249,0.070925907,10603423071.0,10188911214.0,10868064276.0,0.3,2.3,11929.07286,0.591,1,87.1,-0.6,0.6,0.09,-0.05,0.05,0,159.0,-16.0,20.0,6210.61536,5e-05,-5e-05,0,6213.476955,12724.2183,1,0.86,0.052,-0.052,1,2011,0,0,0,3,2,37,13,72,25,Eclipse,2,13,25,2,11.2791,313.576,33.1311603274722,51.7787672487539,359058441314838528,359058441314838528,11.727677,0.12777661
