Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Transit Temperature [K],Eclipse Temperature [K],Planet Semi-major Axis [AU],Planet Semi-major Axis [m],Planet-Star Separation Transit [m],Planet-Star Separation Eclipse [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier,Tmag_TIC,Distance_pc_TIC,RA_TIC,Dec_TIC,dr2_source_id,dr3_source_id,phot_g_mean_mag,angular_distance
WASP-140,0.9,-0.04,0.04,5260.0,-100.0,100.0,0.87,-0.04,0.04,117.598,-0.594,0.601,4.51,-0.04,0.04,Gaia DR2 5094154336330994688,9.24,9.609000206,9.164999962,11.11999989,10.8202,9.101,9.15,9.09,8.481,0,0.12,-0.1,0.1,[Fe/H],0.5,,,K0,60.3855387,-20.4509991,WASP-140 b,16.14093225,4.707771907,-2.017616532,1.44,0.42,-0.18,775.5013121,22.24798846,-22.24798846,2.44,0.07,-0.07,0,1,403.0,2.2359835,-8e-07,8e-07,1272.734581,1272.734581,1272.734581,0.032333299,4833828218.0,4833828218.0,4833828218.0,0.3,2.3,5512.471868,0.93,1,83.3,-0.8,0.5,0.047,-0.0035,0.0035,0,,,,6912.35105,0.00015,-0.00015,0,6913.469042,5512.471868,1,2.05,0.2,-0.05,1,2016,0,0,0,2,1,16,1,31,1,Eclipse,1,1,1,3,10.3074,117.598,60.3856244742872,-20.4510863606971,5094154336330994688,5094154336332482304,10.825151,0.15543188
WASP-142,1.33,-0.08,0.08,6010.0,-140.0,140.0,1.64,-0.08,0.08,730.933,-22.702,24.175,4.13,-0.04,0.04,Gaia DR2 5674618444832114304,11.484,11.72599983,11.44200039,12.871,12.7568,11.198,11.262,11.069,8.851,0,0.26,-0.12,0.12,[Fe/H],2.0,,,F8,140.5063164,-23.946102,WASP-142 b,17.14974052,0.896718458,-0.896718458,1.53,0.08,-0.08,266.9758615,28.60455659,-28.60455659,0.84,0.09,-0.09,0,1,109.0,2.052868,-2e-06,2e-06,1924.818886,1924.818886,1924.818886,0.034789486,5201028219.0,5201028219.0,5201028219.0,0.3,2.3,9850.404394,0.77,1,80.2,-0.6,0.6,0.0,,,0,,,,7007.7779,0.0004,-0.0004,0,7008.804334,9850.404394,1,0.916,0.026,-0.026,1,2016,1,0,1,4,1,46,8,90,15,Eclipse,1,8,15,2,12.3368,730.933,140.506390974021,-23.9461674351777,5674618444832114304,5674618444832114304,12.744031,0.17215824
WASP-141,1.25,-0.06,0.06,5900.0,-120.0,120.0,1.37,-0.07,0.07,516.543,-8.366,8.641,4.26,-0.04,0.04,Gaia DR2 2980392087185289216,11.261,11.4989996,11.19400024,12.39999962,12.4822,11.148,11.187,11.136,9.162,0,0.29,-0.09,0.09,[Fe/H],5.0,,,F9,71.8244347,-17.1151736,WASP-141 b,13.56286668,0.896718458,-0.896718458,1.21,0.08,-0.08,854.9584137,47.67426099,-47.67426099,2.69,0.15,-0.15,0,1,315.0,3.310651,-5e-06,5e-06,1488.030786,1488.030786,1488.030786,0.046863608,7006109459.0,7006109459.0,7006109459.0,0.3,2.3,13008.9979,0.31,1,87.6,-1.3,1.3,0.0,,,0,,,,7019.5953,0.0003,-0.0003,0,7021.250626,13008.9979,1,0.83,0.02,-0.02,1,2016,0,0,0,56,2,797,12,1582,24,Eclipse,2,12,24,2,12.0682,516.543,71.8244007310773,-17.1151651905217,2980392087185289216,2980392087185289216,12.471665,0.19195333
WASP-14,1.62,-0.39,0.39,6475.0,-100.0,100.0,1.4,-0.08,0.08,161.997,-0.802,0.81,4.07,-0.2,0.2,Gaia DR2 1242084170974175232,8.65,8.869000435,8.62100029,9.744999886,9.64647,8.567,8.595,8.575,8.439,0,0.0,,,[Fe/H],0.75,-0.25,0.25,,218.2766247,21.8946875,WASP-14 b,15.46839341,0.896718458,-0.896718458,1.38,0.08,-0.08,2294.721096,155.7359192,-158.9142033,7.22,0.49,-0.5,0,1,984.2,2.24375,-1e-05,1e-05,1799.902126,1728.580376,1883.087715,0.039422555,5893671993.0,6391818856.0,5385952455.0,0.3,2.3,11005.05496,0.499,1,84.32,-0.62,0.62,0.09,0.0,0.0,0,251.61,-0.41,0.41,5643.79792,0.00011,-0.00011,0,5644.919795,9273.213792,1,1.0,0.025,-0.025,1,2008,0,0,0,21,1,191,1,374,1,Eclipse,1,1,1,3,9.32423,161.997,218.276489030528,21.8947174395578,1242084170974175232,1242084170974175232,9.652651,0.13351917
WASP-148,0.95,-0.05,0.03,5555.0,-90.0,90.0,0.91,-0.01,0.01,246.353,-1.555,1.575,4.5,-0.03,0.02,Gaia DR2 1358355738906114816,10.585,10.93799973,10.50599957,12.03999996,12.0845,10.466,10.519,10.476,8.942,0,0.099,-0.078,0.078,[Fe/H],3.6,-2.7,4.0,G,254.1305022,44.3025361,WASP-148 b,8.473989433,0.14571675,-0.190552672,0.756,0.013,-0.017,91.21675269,6.992224945,-5.085254506,0.287,0.022,-0.016,0,1,30.1,8.803809,-4.3e-05,4.3e-05,862.7461799,958.7622721,798.2382473,0.082087758,12272119894.0,9939938131.0,14339713915.0,0.3,2.3,11042.1023,0.199,1,89.3,-0.24,0.24,0.208,-0.025,0.02,0,60.6,-6.0,5.0,7957.4876,0.006,-0.006,0,7961.889505,15929.73577,1,0.836,0.000259,-0.000259,1,2020,0,0,0,4,24,43,172,86,349,Transit,4,43,86,1,11.5906,246.353,254.130583248425,44.3026526469068,1358355738906114816,1358355738906114816,12.079049,0.25171587
WASP-145 A,0.76,-0.04,0.04,4900.0,-150.0,150.0,0.68,-0.07,0.07,91.299,-0.2403,0.2415,4.65,-0.1,0.1,Gaia DR2 6458529931463278848,9.292,9.843000412,9.194000244,11.59000015,11.3583,9.078,9.121,9.064,8.286,0,-0.04,-0.1,0.1,,6.99,-4.4,4.4,K2 V,322.2537644,-58.8361466,WASP-145 A b,10.08808266,4.483592292,-4.483592292,0.9,0.4,-0.4,282.8672819,12.71313626,-12.71313626,0.89,0.04,-0.04,0,1,178.0,1.7690381,-8e-07,8e-07,1165.712981,1165.712981,1165.712981,0.026142841,3908354676.0,3908354676.0,3908354676.0,0.3,2.3,3509.031537,0.97,1,83.3,-1.3,1.3,0.0,,,0,,,,6844.16526,0.00026,-0.00026,0,6845.049779,3509.031537,1,1.16,0.26,-0.26,1,2018,0,0,0,2,1,26,3,53,5,Eclipse,1,3,5,2,10.7218,91.299,322.252873294596,-58.8361947133724,6458529931463278848,6458529931463278848,11.363446,0.24942142
WASP-147,1.04,-0.07,0.07,5702.0,-100.0,100.0,1.43,-0.08,0.14,436.098,-8.973,9.35,4.21,-0.07,0.07,Gaia DR2 2340919358581488768,10.907,11.17399979,10.85700035,12.68000031,12.1832,10.79,10.844,10.797,8.998,0,0.092,-0.071,0.069,[Fe/H],8.47,-0.78,0.78,G4,359.1915117,-22.1532316,WASP-147 b,12.49801351,1.569257302,-1.042435208,1.115,0.14,-0.093,87.40281181,8.899195385,-8.581366978,0.275,0.028,-0.027,0,1,32.7,4.60273,-2.7e-05,2.7e-05,1357.397148,1357.397148,1357.397148,0.054904958,8208291277.0,8208291277.0,8208291277.0,0.3,2.3,15926.88861,0.31,1,87.9,-1.6,1.5,0.0,,,0,,,,6562.595,0.0013,-0.0013,0,6564.896365,15926.88861,1,0.64,0.062,-0.059,1,2018,0,0,0,1,2,11,14,21,29,Transit,1,11,21,2,11.7607,436.098,359.191536327879,-22.1532015819367,2340919358581488768,2340919358581488768,12.172992,0.23528078
WASP-144,0.81,-0.04,0.04,5200.0,-140.0,140.0,0.81,-0.04,0.04,355.513,-10.075,10.668,4.53,-0.03,0.03,Gaia DR2 6582435924022652672,11.008,11.48700047,10.89700031,13.18000031,12.915,10.847,10.909,10.825,9.037,0,0.18,-0.14,0.14,,8.71,-4.12,4.12,K2 V,320.7628761,-40.0484393,WASP-144 b,9.527633621,0.560449037,-0.560449037,0.85,0.05,-0.05,139.8444989,19.0697044,-19.0697044,0.44,0.06,-0.06,0,1,78.0,2.2783152,-1.3e-06,1.3e-06,1227.861846,1227.861846,1227.861846,0.031610231,4725729487.0,4725729487.0,4725729487.0,0.3,2.3,7593.390238,0.45,1,86.9,-0.5,0.5,0.0,,,0,,,,7157.27493,0.00015,-0.00015,0,7158.414088,7593.390238,1,1.165,0.028,-0.028,1,2018,1,0,1,7,6,94,35,187,70,Eclipse,6,35,70,1,12.3119,355.513,320.762894839012,-40.048267752599,6582435924022652672,6582435924022652672,12.903914,0.44259053
WASP-150,1.39,-0.05,0.07,6218.0,-45.0,49.0,1.65,-0.03,0.02,527.995,-5.694,5.817,4.15,-0.02,0.03,Gaia DR2 1416731285125373184,10.789,11.05799961,10.74699974,12.02999973,11.9151,10.695,10.723,10.755,9.38,0,0.156,-0.089,0.1,[Fe/H],2.95,-0.229,0.229,F8,264.2630197,53.0212751,WASP-150 b,11.99360938,0.269015538,-0.280224518,1.07,0.024,-0.025,2688.82832,88.99195385,-63.56568132,8.46,0.28,-0.2,0,1,0.0,5.644207,-4e-06,3e-06,1415.397212,1415.397212,1415.397212,0.069288901,10358690770.0,10358690770.0,10358690770.0,0.3,2.3,12994.74296,0.758,1,84.01,-0.2,0.25,0.3775,-0.0029,0.0038,0,,,,7217.2614,0.0004,-0.0004,0,7220.083504,12994.74296,1,0.44,0.01,-0.01,1,2020,0,0,0,1778,5,25058,35,49696,72,Eclipse,5,35,72,1,11.5429,527.995,264.263050360707,53.0212449517341,1416731285125373184,1416731285125373184,11.909978,0.24451852
WASP-153,1.34,-0.09,0.09,5914.0,-64.0,64.0,1.73,-0.09,0.1,610.176,-8.762,9.017,4.1,-0.06,0.06,Gaia DR2 2110106372987465216,11.138,11.40799999,11.05099964,12.80000019,12.4967,10.978,11.022,10.815,9.126,0,0.34,-0.11,0.11,[Fe/H],4.0,-0.8,0.8,G0,279.2624729,40.0186905,WASP-153 b,17.37392013,1.120898073,-0.896718458,1.55,0.1,-0.08,123.9530786,6.356568132,-6.356568132,0.39,0.02,-0.02,0,1,44.0,3.332609,-2e-06,2e-06,1653.158679,1653.158679,1653.158679,0.048174213,7202044843.0,7202044843.0,7202044843.0,0.3,2.3,15173.63585,0.48,1,84.1,-0.7,0.7,0.0,,,1,,,,3142.542,0.003,-0.003,0,3144.208304,15173.63585,1,0.831051,0.009633,-0.009633,1,2017,0,0,0,1,1,6,6,12,11,Eclipse,1,6,11,2,12.0545,610.176,279.262423557494,40.0186894519861,2110106372987465216,2110106372987465216,12.489132,0.2661502
WASP-15,1.18,-0.93,0.93,6300.0,-100.0,100.0,1.48,-0.38,0.38,282.091,-3.294,3.371,4.35,-0.15,0.15,Gaia DR2 6171009049549197824,9.713,9.956000328,9.69299984,10.90999985,10.797,9.645001,9.667,9.633,8.452,0,-0.17,,,[Fe/H],2.4,-0.7,0.6,F7,208.9280111,-32.1597118,WASP-15 b,15.80466283,4.035233063,-4.035233063,1.41,0.36,-0.36,172.2629964,17.16273396,-16.84490555,0.542,0.054,-0.053,0,1,63.5,3.7521,-1e-05,1e-05,1599.270875,1599.270875,1599.270875,0.049972805,7470934325.0,7470934325.0,7470934325.0,0.3,2.3,13788.1865,0.525,1,85.96,-0.35,0.35,0.0,,,0,240.0,-200.0,79.0,6036.76051,0.00015,-0.00015,0,6038.63656,13788.1865,1,0.97,0.012,-0.012,1,2009,0,0,0,1,1,4,2,7,3,Eclipse,1,2,3,3,10.4445,282.091,208.927966522618,-32.1596153543838,6171009049549197824,6171009049549197824,10.797681,0.060522612
WASP-151,1.08,-0.05,0.05,5871.0,-57.0,57.0,1.18,-0.02,0.02,453.099,-9.633,10.052,4.35,-0.03,0.02,Gaia DR2 2657135741633337088,11.259,11.54500008,11.18700027,12.89999962,12.6278,11.164,11.205,10.942,8.476,0,0.1,-0.1,0.1,[Fe/H],5.5,-1.3,1.3,G1,349.0634651,0.3066895,WASP-151 b,13.30506013,0.235388595,-0.235388595,1.187,0.021,-0.021,100.4337765,9.852680604,-9.852680604,0.316,0.031,-0.031,0,1,0.0,4.5334775,-2.3e-06,2.3e-06,1268.02474,1268.02474,1268.02474,0.05504092,8228617495.0,8228617495.0,8228617495.0,0.3,2.3,13224.17896,0.304,1,88.25,-0.14,0.14,0.0,,,0,-50.0,-30.0,120.0,7763.676241,4e-05,-4e-05,0,7765.94298,13224.17896,1,1.0664,0.0048,-0.0048,1,2017,1,0,1,1,3,10,16,20,32,Transit,1,10,20,2,12.1796,453.099,349.063465644108,0.306734996636716,2657135741633337088,2657135741633337088,12.618177,0.20425943
WASP-158,1.38,-0.14,0.14,6350.0,-150.0,150.0,1.39,-0.18,0.18,524.993,-12.01,12.575,4.3,-0.11,0.05,Gaia DR2 2424621502311961344,10.957,11.17800045,10.88099957,12.03999996,12.0911,10.855,10.899,10.942,8.871,0,0.24,-0.1,0.1,,1.93,-0.93,0.93,F6 V,4.1463468,-10.9764226,WASP-158 b,11.99360938,1.68134711,-1.68134711,1.07,0.15,-0.15,886.7412544,73.10053352,-73.10053352,2.79,0.23,-0.23,0,1,295.0,3.656333,-4e-06,4e-06,1535.118082,1535.118082,1535.118082,0.051750392,7736683608.0,7736683608.0,7736683608.0,0.3,2.3,12999.54232,0.32,1,87.7,-1.5,1.5,0.0,,,0,,,,7619.9195,0.001,-0.001,0,7621.747666,12999.54232,1,0.63,0.05,-0.05,1,2018,0,0,0,113,3,1619,20,3214,40,Eclipse,3,20,40,2,11.7083,524.993,4.14633883045305,-10.9764161090062,2424621502311961344,2424621502311961344,12.081388,0.16440053
WASP-156,0.84,-0.05,0.05,4910.0,-61.0,61.0,0.76,-0.03,0.03,122.066,-0.641,0.648,4.6,-0.07,0.04,Gaia DR2 2514360548993901312,9.473,9.906000137,9.338999748,11.58699989,11.3227,9.312,9.377,9.33,8.653,0,0.24,-0.12,0.12,[Fe/H],6.4,-4.0,4.0,K3,32.782085,2.4181937,WASP-156 b,5.716580173,0.224179615,-0.224179615,0.51,0.02,-0.02,40.68203604,3.178284066,-2.860455659,0.128,0.01,-0.009,0,1,19.0,3.836169,-3e-06,3e-06,938.278116,938.278116,938.278116,0.045284374,6770013938.0,6770013938.0,6770013938.0,0.3,2.3,8692.961692,0.18,1,89.1,-0.9,0.6,0.0,,,1,,,,4677.707,0.002,-0.002,0,4679.625084,8692.961692,1,0.529857,0.006145,-0.006145,1,2017,0,0,0,2,9,23,64,46,131,Transit,2,23,46,1,10.7307,122.066,32.7817652905785,2.41802126536659,2514360548993901312,2514360548993901312,11.321032,0.07609743
WASP-157,1.06,-0.04,0.04,5772.0,-86.0,86.0,1.1,-0.03,0.03,334.037,-6.27,6.51,4.38,-0.03,0.03,Gaia DR2 3630269399833507200,10.799,11.10999966,10.76399994,12.90999985,12.1818,10.708,10.754,10.676,9.154,0,0.25,-0.06,0.06,[Fe/H],1.6,-0.8,2.5,G2 V,201.6551525,-8.3176353,WASP-157 b,11.18656277,0.280224518,-0.280224518,0.998,0.025,-0.025,182.4335054,29.55804181,-29.55804181,0.574,0.093,-0.093,0,1,61.6,3.951623,-1.8e-05,1.8e-05,1263.966634,1263.966634,1263.966634,0.049912472,7461914547.0,7461914547.0,7461914547.0,0.3,2.3,7411.448191,0.87,1,85.09,-0.277,0.304,0.0,,,0,,,,7222.23863,0.00019,-0.00019,0,7224.214442,7411.448191,1,0.7628,0.0037,-0.0038,1,2016,0,0,0,5,4,73,24,146,48,Eclipse,4,24,48,1,11.7283,334.037,201.655290594158,-8.31759770675292,3630269399833507200,3630269399833507200,12.169983,0.12727185
WASP-159,1.41,-0.12,0.12,6120.0,-140.0,140.0,2.11,-0.1,0.1,715.383,-10.466,10.775,3.94,-0.04,0.04,Gaia DR2 4864759888238232320,11.02,11.30900002,11.0170002,12.84000015,12.2951,10.939,10.974,10.971,9.327,0,0.22,-0.12,0.12,,3.4,-0.95,0.95,F9,68.1364792,-38.9682973,WASP-159 b,15.46839341,1.008808266,-1.008808266,1.38,0.09,-0.09,174.8056236,25.42627253,-25.42627253,0.55,0.08,-0.08,0,1,57.0,3.840401,-7e-06,7e-06,1786.842869,1786.842869,1786.842869,0.053857667,8051721291.0,8051721291.0,8051721291.0,0.3,2.3,20392.93264,0.18,1,88.1,-1.4,1.4,0.0,,,0,,,,7668.0849,0.0009,-0.0009,0,7670.005101,20392.93264,1,0.453,0.018,-0.018,1,2018,0,0,0,3,2,29,10,57,19,Eclipse,2,10,19,2,11.8831,715.383,68.1364834778602,-38.9683207025727,4864759888238232320,4864759888238232320,12.287657,0.21261764
WASP-160 B,0.87,-0.07,0.07,5298.0,-99.0,99.0,0.87,-0.03,0.03,288.326,-2.008,2.036,4.5,-0.09,0.09,Gaia DR2 2910755484609597312,11.172,11.5909996,11.05500031,13.09000015,12.8842,11.021,11.067,11.038,8.403,0,0.27,-0.1,0.1,[Fe/H],9.75,-2.28,2.28,K0 V,87.679561,-27.6233218,WASP-160 B b,12.217789,0.526822094,-0.45956821,1.09,0.047,-0.041,88.35629703,13.98444989,-14.3022783,0.278,0.044,-0.045,0,1,39.9,3.7684952,-3.5e-06,3.5e-06,1083.30681,1083.30681,1083.30681,0.045276743,6768873143.0,6768873143.0,6768873143.0,0.3,2.3,10313.69894,0.2,1,88.97,-0.57,0.63,0.0,,,0,,,,7383.65494,0.00021,-0.00021,0,7385.539188,10313.69894,1,1.663,0.043,-0.038,1,2018,1,0,1,1,2,6,13,11,26,Transit,1,6,11,2,12.3352,288.326,87.6794299263776,-27.6231718651847,2910755484609597312,2910755484609597312,12.873857,0.18350683
WASP-16,1.78,-0.54,0.54,5700.0,-150.0,150.0,1.14,-0.09,0.09,194.134,-1.907,1.944,4.49,-0.04,0.04,Gaia DR2 6283723285046532864,9.659,9.984000206,9.588999748,11.28999996,11.1247,9.544,9.578,9.5,9.11,0,0.01,,,[Fe/H],8.6,-2.8,3.4,,214.6830109,-20.2754374,WASP-16 b,13.67495649,1.120898073,-1.120898073,1.22,0.1,-0.1,288.5881932,14.3022783,-22.56581687,0.908,0.045,-0.071,0,1,123.8,3.1186,-1.4e-05,1.4e-05,1261.226672,1261.226672,1261.226672,0.050664439,7574333622.0,7574333622.0,7574333622.0,0.3,2.3,6846.521515,0.81,1,85.22,-0.35,0.35,0.0,,,0,97.0,-20.0,44.0,5732.07584,0.00022,-0.00022,0,5733.63514,6846.521515,1,1.2,0.045,-0.045,1,2009,0,0,0,2,1,21,4,42,8,Eclipse,1,4,8,2,10.6481,194.134,214.683011047255,-20.2755117288335,6283723285046532864,6283723285046532864,11.121181,0.13524638
WASP-161,1.39,-0.14,0.14,6400.0,-100.0,100.0,1.71,-0.07,0.08,343.08,-4.046,4.142,4.11,-0.03,0.02,Gaia DR2 5751177095877066496,9.906,10.09000015,9.836999893,11.07999992,10.8987,9.818,9.846,9.789,8.756,0,0.16,-0.09,0.09,[Fe/H],,,,,126.3378248,-11.5009889,WASP-161 b,12.81186498,0.728583748,-0.650120882,1.143,0.065,-0.058,791.3927324,66.74396538,-66.74396538,2.49,0.21,-0.21,0,1,230.0,5.4060425,-4.8e-06,4.8e-06,1504.543796,1504.543796,1504.543796,0.067325774,10065203277.0,10065203277.0,10065203277.0,0.3,2.3,18669.72889,0.14,1,89.01,-1.0,0.69,0.0,,,0,,,,7416.5289,0.0011,-0.0011,0,7419.231921,18669.72889,1,0.45092,0.00023,-0.00023,1,2018,0,0,0,33,1,374,6,737,13,Eclipse,1,6,13,2,10.5579,343.08,126.33784851591,-11.5009863929394,5751177095877066496,5751177095877066496,10.900257,0.24899064
WASP-162,0.95,-0.04,0.04,5300.0,-100.0,100.0,1.11,-0.05,0.05,310.841,-4.017,4.122,4.33,-0.03,0.03,Gaia DR2 3558354604869150208,10.559,10.89000034,10.4659996,12.21000004,12.0652,10.424,10.475,10.163,8.102,0,0.28,-0.13,0.13,,12.97,-2.35,2.35,K0,168.2929079,-17.6577794,WASP-162 b,11.20898073,0.560449037,-0.560449037,1.0,0.05,-0.05,1652.707714,63.56568132,-63.56568132,5.2,0.2,-0.2,0,1,507.0,9.62468,-1e-05,1e-05,882.4912652,972.613415,986.7108435,0.08711418,13023569969.0,10724825667.0,10420557403.0,0.3,2.3,16926.65548,0.18,1,89.3,-0.5,0.5,0.434,-0.005,0.005,0,-1.9,-2.2,2.2,7701.3816,0.0006,-0.0006,0,7706.19394,16926.65548,1,0.87,0.03,-0.03,1,2018,0,0,0,316,5,4257,34,8576,67,Eclipse,5,34,67,1,11.5688,310.841,168.292880785868,-17.6577459988165,3558354604869150208,3558354604869150208,12.056172,0.1693352
WASP-164,0.95,-0.07,0.07,5806.0,-200.0,190.0,0.93,-0.03,0.03,327.506,-3.918,4.012,4.46,-0.08,0.08,Gaia DR2 6491038642006989056,11.04,11.36499977,10.95899963,12.61999989,12.4679,10.924,10.962,10.831,8.944,0,-0.01,-0.2,0.19,[Fe/H],4.08,-2.38,2.38,G2 V,344.8735878,-60.4478194,WASP-164 b,12.64373026,0.45956821,-0.481986171,1.128,0.041,-0.043,676.974506,38.13940879,-41.31769286,2.13,0.12,-0.13,0,1,367.0,1.7771255,-2.8e-06,2.8e-06,1553.987886,1553.987886,1553.987886,0.028247286,4222969201.0,4222969201.0,4222969201.0,0.3,2.3,5810.952601,0.8216,1,82.73,-0.21,0.22,0.0,,,0,,,,7203.85378,0.0002,-0.0002,0,7204.742343,5810.952601,1,1.542,0.033,-0.033,1,2018,0,0,0,20,1,290,6,576,11,Eclipse,1,6,11,2,12.003,327.506,344.873411645159,-60.4478099517678,6491038642006989056,6491038642006989056,12.455497,0.24961862
WASP-163,0.97,-0.15,0.15,5500.0,-200.0,200.0,1.01,-0.07,0.07,261.386,-3.564,3.663,4.41,-0.04,0.04,Gaia DR2 4334991786994866304,10.288,10.67300034,10.14700031,12.663,12.2511,10.024,10.03,10.08,8.239,0,-0.34,-0.21,0.21,[Fe/H],,,,,256.5375549,-10.4130071,WASP-163 b,13.47319484,1.087271131,-1.087271131,1.202,0.097,-0.097,594.3391203,66.74396538,-66.74396538,1.87,0.21,-0.21,0,1,329.0,1.6096884,-1.5e-06,1.5e-06,1580.046638,1580.046638,1580.046638,0.026628206,3980916798.0,3980916798.0,3980916798.0,0.3,2.3,8111.565808,0.448,1,85.42,-0.85,1.1,0.0,,,0,,,,7918.462,0.0004,-0.0004,0,7919.266844,8111.565808,1,1.417,0.067,-0.067,1,2018,0,0,0,6,1,80,2,160,4,Eclipse,1,2,4,2,11.6123,261.386,256.537554761984,-10.4129840632685,4334991786994866304,4334991786994866304,12.238892,0.17994061
WASP-165,1.25,-0.07,0.07,5599.0,-150.0,150.0,1.75,-0.18,0.18,602.236,-26.194,28.638,3.93,-0.09,0.09,Gaia DR2 2415410962124813056,11.125,11.43900013,11.02400017,12.68299961,12.5435,10.984,11.042,10.976,8.562,0,0.33,-0.13,0.13,[Fe/H],4.77,-0.92,0.92,G6,357.5806472,-17.0775947,WASP-165 b,14.12331572,2.129706339,-1.905526724,1.26,0.19,-0.17,209.1310915,30.82935544,-29.24021341,0.658,0.097,-0.092,0,1,76.0,3.465509,-2.3e-05,2.3e-05,1571.850496,1571.850496,1571.850496,0.048313831,7222917785.0,7222917785.0,7222917785.0,0.3,2.3,15129.42273,0.53,1,84.9,-1.7,2.5,0.0,,,0,,,,7649.71142,0.00093,-0.00093,0,7651.444175,15129.42273,1,0.544,0.067,-0.059,1,2018,0,0,0,5,2,67,14,134,28,Eclipse,2,14,28,2,12.0719,602.236,357.580521058653,-17.0775809014218,2415410962124813056,2415410962124813056,12.534931,0.18689653
WASP-166,1.19,-0.06,0.06,6050.0,-50.0,50.0,1.29,-0.03,0.06,114.173,-0.586,0.591,4.34,-0.05,0.05,Gaia DR2 5664957444179338240,8.135,8.350000381,8.031999588,9.350000381,9.257,7.999,8.054,8.063,7.933,0,0.19,-0.05,0.05,[Fe/H],2.1,-0.9,0.9,F9 V,144.8751047,-20.9824191,WASP-166 b,7.06165786,0.336269422,-0.336269422,0.63,0.03,-0.03,32.10066907,1.589142033,-1.589142033,0.101,0.005,-0.005,0,1,10.4,5.44354,-4e-06,4e-06,1264.797564,1264.797564,1264.797564,0.064223414,9601400360.0,9601400360.0,9601400360.0,0.3,2.3,13672.04781,0.39,1,88.0,-0.7,0.7,0.0,,,0,,,,7664.3289,0.0006,-0.0006,0,7667.05067,13672.04781,1,0.281,0.007,-0.007,1,2019,0,0,0,1,3,3,12,6,22,Transit,1,3,6,2,8.86849,114.173,144.875358700905,-20.9824660984284,5664957444179338240,5664957444179338240,9.263603,0.19312496
WASP-168,1.08,-0.05,0.05,6000.0,-100.0,100.0,1.12,-0.06,0.06,303.941,-1.888,1.911,4.37,-0.05,0.05,Gaia DR2 5555500000779464448,10.493,10.77799988,10.44299984,12.11999989,11.7139,10.391,10.432,10.303,8.691,0,-0.01,-0.09,0.09,,3.96,-1.77,1.77,F9 V,96.7446427,-46.8213635,WASP-168 b,16.8134711,5.604490365,-3.362694219,1.5,0.5,-0.3,133.4879308,12.71313626,-12.71313626,0.42,0.04,-0.04,0,1,50.0,4.153658,-3e-06,3e-06,1299.875668,1299.875668,1299.875668,0.051922054,7762347035.0,7762347035.0,7762347035.0,0.3,2.3,6852.528345,0.97,1,84.4,-0.6,0.6,0.0,,,0,,,,7424.5278,0.0004,-0.0004,0,7426.604629,6852.528345,1,1.19,0.15,-0.07,1,2018,0,0,0,1,1,3,4,6,8,Transit,1,3,6,2,11.3187,303.941,96.7446422469402,-46.8214517917716,5555500000779464448,5555500000779464448,11.709719,0.28485256
